trajectory_id,training_step,model_version,game_id,task_type,task_success,env_done,env_lost,env_rounds,full_turns,retained_turns,retained_fraction,frontier_triggered,frontier_turn,baseline_teacher_entropy,crossing_teacher_entropy,suffix_teacher_entropy,last3_post_frontier_entropy,teacher_entropy,student_entropy,sampled_reverse_kl,valid_action_rate,retained_valid_action_rate,dropped_valid_action_rate,prompt_truncated_turns,prompt_truncated,prompt_truncated_retained_turns,response_tokens
train:1:train/pick_and_place_simple-Book-None-Desk-310/trial_T20190909_121828_424706/game.tw-pddl:0,1,0,train/pick_and_place_simple-Book-None-Desk-310/trial_T20190909_121828_424706/game.tw-pddl,pick_and_place_simple,False,False,False,30,30,16,0.5333333333333333,True,16.0,0.5530488249555013,0.7933469828803903,0.24137985080712962,2.2218699086806737e-05,0.42327714104923686,0.6966841648196244,0.5028858850552462,0.5333333333333333,0.8125,0.21428571428571427,9,True,0,2604
train:1:train/pick_and_place_simple-TissueBox-None-Toilet-402/trial_T20190908_060020_023543/game.tw-pddl:0,1,0,train/pick_and_place_simple-TissueBox-None-Toilet-402/trial_T20190908_060020_023543/game.tw-pddl,pick_and_place_simple,False,False,False,30,30,13,0.43333333333333335,True,13.0,0.501862005775614,0.6983591822594714,0.1870685575351946,0.0023359395563602448,0.3309854013131703,0.6378649537000446,0.43207940752959206,0.3,0.5384615384615384,0.11764705882352941,12,True,0,2800
train:1:train/pick_and_place_simple-Candle-None-CounterTop-417/trial_T20190909_142343_223524/game.tw-pddl:0,1,0,train/pick_and_place_simple-Candle-None-CounterTop-417/trial_T20190909_142343_223524/game.tw-pddl,pick_and_place_simple,False,False,False,30,30,30,1.0,False,,0.8069852719187733,,,,0.4707125097288257,0.7636648345824162,0.39586363802198454,0.7,0.7,,9,True,9,2995
train:1:train/pick_heat_then_place_in_recep-Plate-None-Fridge-7/trial_T20190909_065023_650475/game.tw-pddl:0,1,0,train/pick_heat_then_place_in_recep-Plate-None-Fridge-7/trial_T20190909_065023_650475/game.tw-pddl,pick_heat_then_place_in_recep,False,False,False,30,30,12,0.4,True,12.0,0.48112545098600856,0.9468443779648205,0.052618422540068724,1.689575037744362e-05,0.2531164289223808,0.6943243552961504,0.4748374964084959,0.3333333333333333,0.8333333333333334,0.0,17,True,0,2273
train:1:train/pick_clean_then_place_in_recep-Bowl-None-DiningTable-21/trial_T20190907_000031_668520/game.tw-pddl:0,1,0,train/pick_clean_then_place_in_recep-Bowl-None-DiningTable-21/trial_T20190907_000031_668520/game.tw-pddl,pick_clean_then_place_in_recep,False,False,False,30,30,5,0.16666666666666666,True,5.0,0.47744151257872885,0.5459893757575116,0.31931599560200263,7.304394102902734e-07,0.3610481480768263,0.7362061415263688,0.49021507731325686,0.5333333333333333,1.0,0.44,13,True,0,2688
train:1:train/pick_two_obj_and_place-HandTowel-None-CounterTop-409/trial_T20190909_065422_153174/game.tw-pddl:0,1,0,train/pick_two_obj_and_place-HandTowel-None-CounterTop-409/trial_T20190909_065422_153174/game.tw-pddl,pick_two_obj_and_place,False,False,False,30,30,4,0.13333333333333333,True,4.0,0.35848075802503426,0.5494939828463484,0.33638866552647556,0.05073016509413719,0.3445125755658127,0.5918877781899842,0.3830449742969393,0.2,0.5,0.15384615384615385,11,True,0,2789
train:2:train/look_at_obj_in_light-CellPhone-None-DeskLamp-316/trial_T20190907_075452_465579/game.tw-pddl:0,2,1,train/look_at_obj_in_light-CellPhone-None-DeskLamp-316/trial_T20190907_075452_465579/game.tw-pddl,look_at_obj_in_light,True,True,False,3,3,3,1.0,False,,0.5114312475355928,,,,0.5114312475355928,0.6691787370835023,0.4986399687525078,1.0,1.0,,0,False,0,511
train:2:train/pick_and_place_simple-SoapBottle-None-Toilet-406/trial_T20190909_104206_052441/game.tw-pddl:0,2,1,train/pick_and_place_simple-SoapBottle-None-Toilet-406/trial_T20190909_104206_052441/game.tw-pddl,pick_and_place_simple,True,True,False,6,6,6,1.0,False,,0.3900396607285779,,,,0.38827430314352535,0.5189625867082097,0.6124883739211899,1.0,1.0,,0,False,0,623
train:2:train/pick_and_place_simple-Pillow-None-Ottoman-208/trial_T20190906_172125_756234/game.tw-pddl:0,2,1,train/pick_and_place_simple-Pillow-None-Ottoman-208/trial_T20190906_172125_756234/game.tw-pddl,pick_and_place_simple,True,True,False,9,9,4,0.4444444444444444,True,4.0,0.2705715476353241,0.735897026648669,0.7170608372348113,0.6850028807485117,0.5786363752215008,0.7184517610311723,0.5831431126991058,0.8888888888888888,0.75,1.0,0,False,0,1031
train:2:train/pick_and_place_simple-SoapBottle-None-GarbageCan-421/trial_T20190908_045256_126150/game.tw-pddl:0,2,1,train/pick_and_place_simple-SoapBottle-None-GarbageCan-421/trial_T20190908_045256_126150/game.tw-pddl,pick_and_place_simple,True,True,False,12,12,9,0.75,True,9.0,0.37022491683344844,0.5973490531465494,0.5198334091326284,0.5198334091326284,0.46369358262156085,0.5640365298173015,0.5114580994875227,0.8333333333333334,0.7777777777777778,1.0,0,False,0,1498
train:2:train/pick_heat_then_place_in_recep-Apple-None-Fridge-12/trial_T20190909_151749_236238/game.tw-pddl:0,2,1,train/pick_heat_then_place_in_recep-Apple-None-Fridge-12/trial_T20190909_151749_236238/game.tw-pddl,pick_heat_then_place_in_recep,False,False,False,30,30,7,0.23333333333333334,True,7.0,0.4175228410757252,0.6293401435353152,0.18924885080116483,2.5369536160724238e-05,0.24886049791727843,0.5596276599346575,0.4813220397839467,0.3333333333333333,0.7142857142857143,0.21739130434782608,15,True,0,1279
train:2:train/pick_heat_then_place_in_recep-Potato-None-Fridge-6/trial_T20190907_125528_464872/game.tw-pddl:0,2,1,train/pick_heat_then_place_in_recep-Potato-None-Fridge-6/trial_T20190907_125528_464872/game.tw-pddl,pick_heat_then_place_in_recep,False,False,False,30,30,30,1.0,False,,0.6185164958802275,,,,0.27921546231943445,0.6291378156649,0.5191463650996093,0.4,0.4,,15,True,15,1571
train:2:train/look_at_obj_in_light-CD-None-DeskLamp-307/trial_T20190906_200425_670027/game.tw-pddl:0,2,1,train/look_at_obj_in_light-CD-None-DeskLamp-307/trial_T20190906_200425_670027/game.tw-pddl,look_at_obj_in_light,False,False,False,30,30,30,1.0,False,,0.7081913895556995,,,,0.36080799986132206,0.7221150736569671,0.4891260694105618,0.43333333333333335,0.43333333333333335,,13,True,13,2675
train:2:train/pick_cool_then_place_in_recep-Tomato-None-CounterTop-7/trial_T20190906_185127_887683/game.tw-pddl:0,2,1,train/pick_cool_then_place_in_recep-Tomato-None-CounterTop-7/trial_T20190906_185127_887683/game.tw-pddl,pick_cool_then_place_in_recep,False,False,False,30,30,7,0.23333333333333334,True,7.0,0.62902634010866,0.8282845044284048,0.16164735785575496,2.0304014469729736e-05,0.28180494791053523,0.7072157180708428,0.49626005187493943,0.4,1.0,0.21739130434782608,16,True,0,1958
train:2:train/pick_and_place_simple-SprayBottle-None-Toilet-411/trial_T20190909_110934_367159/game.tw-pddl:0,2,1,train/pick_and_place_simple-SprayBottle-None-Toilet-411/trial_T20190909_110934_367159/game.tw-pddl,pick_and_place_simple,False,False,False,30,30,6,0.2,True,6.0,0.6039092439800157,0.9063844886718356,0.3445668375439696,0.0009310882305726409,0.4064894859833063,0.6894900636026349,0.5532141594766081,0.3,1.0,0.125,11,True,0,2816
train:2:train/pick_two_obj_and_place-Candle-None-Toilet-417/trial_T20190907_182625_222433/game.tw-pddl:0,2,1,train/pick_two_obj_and_place-Candle-None-Toilet-417/trial_T20190907_182625_222433/game.tw-pddl,pick_two_obj_and_place,False,False,False,30,30,30,1.0,False,,0.5321177739785065,,,,0.3691264771545443,0.629436509121535,0.4804549461222825,0.4666666666666667,0.4666666666666667,,11,True,11,3170
train:2:train/pick_clean_then_place_in_recep-Spoon-None-SideTable-21/trial_T20190908_232124_221443/game.tw-pddl:0,2,1,train/pick_clean_then_place_in_recep-Spoon-None-SideTable-21/trial_T20190908_232124_221443/game.tw-pddl,pick_clean_then_place_in_recep,False,False,False,30,30,8,0.26666666666666666,True,8.0,0.4391451498368671,0.6676083003539318,0.26421697683317386,4.6710607421118766e-05,0.3226744155411102,0.6759012129793441,0.4946164148964347,0.5333333333333333,1.0,0.36363636363636365,13,True,0,2199
train:2:train/pick_cool_then_place_in_recep-Pan-None-CounterTop-7/trial_T20190909_072619_689367/game.tw-pddl:0,2,1,train/pick_cool_then_place_in_recep-Pan-None-CounterTop-7/trial_T20190909_072619_689367/game.tw-pddl,pick_cool_then_place_in_recep,False,False,False,30,30,7,0.23333333333333334,True,7.0,0.5643798468325468,0.9163099674007373,0.858043841195683,0.9529975056648254,0.8101547498270916,0.7604778391390848,0.5489872394661277,0.4,0.7142857142857143,0.30434782608695654,15,True,0,2041
train:2:train/look_at_obj_in_light-CD-None-DeskLamp-323/trial_T20190908_051139_258301/game.tw-pddl:0,2,1,train/look_at_obj_in_light-CD-None-DeskLamp-323/trial_T20190908_051139_258301/game.tw-pddl,look_at_obj_in_light,False,False,False,30,30,30,1.0,False,,0.6165075239257675,,,,0.33160155854620377,0.705329129262695,0.4617017422329644,0.4,0.4,,13,True,13,2395
train:2:train/pick_heat_then_place_in_recep-Egg-None-GarbageCan-2/trial_T20190909_101128_479012/game.tw-pddl:0,2,1,train/pick_heat_then_place_in_recep-Egg-None-GarbageCan-2/trial_T20190909_101128_479012/game.tw-pddl,pick_heat_then_place_in_recep,False,False,False,30,30,4,0.13333333333333333,True,4.0,0.5675439319763133,0.7462185749327969,0.8436817728928455,0.9227896332740784,0.820138608292359,0.8053483980326906,0.5321438778244453,0.16666666666666666,0.75,0.07692307692307693,16,True,0,2207
train:2:train/pick_two_obj_and_place-Cloth-None-Toilet-417/trial_T20190908_152140_753366/game.tw-pddl:0,2,1,train/pick_two_obj_and_place-Cloth-None-Toilet-417/trial_T20190908_152140_753366/game.tw-pddl,pick_two_obj_and_place,False,False,False,30,30,30,1.0,False,,0.4793464058388143,,,,0.4026035566691584,0.613350602598582,0.4761485784607001,0.6,0.6,,10,True,10,2461
train:2:train/pick_and_place_simple-Box-None-ArmChair-212/trial_T20190908_032830_891800/game.tw-pddl:0,2,1,train/pick_and_place_simple-Box-None-ArmChair-212/trial_T20190908_032830_891800/game.tw-pddl,pick_and_place_simple,False,False,False,30,30,6,0.2,True,6.0,0.5443716388164775,0.7935794085691733,0.28723020154216883,4.4280409383645747e-07,0.35388912503143455,0.6607071189100588,0.44983688936456595,0.6,1.0,0.5,12,True,0,2775
train:3:train/pick_and_place_simple-KeyChain-None-ArmChair-322/trial_T20190908_223409_609518/game.tw-pddl:0,3,3,train/pick_and_place_simple-KeyChain-None-ArmChair-322/trial_T20190908_223409_609518/game.tw-pddl,pick_and_place_simple,False,False,False,30,30,5,0.16666666666666666,True,5.0,0.31397218216596817,0.6977503594555734,0.35439755091870095,0.00016940910427365452,0.3610582116387964,0.5700245527729918,0.5113580550921254,0.5333333333333333,1.0,0.44,8,True,0,1881
train:3:train/pick_clean_then_place_in_recep-Tomato-None-Fridge-18/trial_T20190909_045742_414595/game.tw-pddl:0,3,3,train/pick_clean_then_place_in_recep-Tomato-None-Fridge-18/trial_T20190909_045742_414595/game.tw-pddl,pick_clean_then_place_in_recep,False,False,False,30,30,8,0.26666666666666666,True,8.0,0.4565439144712065,0.6521647990516444,0.21707611006370475,3.576396068183385e-07,0.29626432718021534,0.6289893145781151,0.5365485733536248,0.1,0.375,0.0,14,True,0,1357
train:3:train/pick_two_obj_and_place-SaltShaker-None-Drawer-5/trial_T20190907_151211_150451/game.tw-pddl:0,3,3,train/pick_two_obj_and_place-SaltShaker-None-Drawer-5/trial_T20190907_151211_150451/game.tw-pddl,pick_two_obj_and_place,False,False,False,30,30,10,0.3333333333333333,True,10.0,0.48701919817723455,1.0329121197866602,0.13494238814845075,3.7515323469961004e-07,0.24742506011339252,0.6705224544547411,0.4347879038669486,0.43333333333333335,1.0,0.15,17,True,0,1618
train:3:train/pick_clean_then_place_in_recep-Ladle-None-Cabinet-16/trial_T20190910_022155_266935/game.tw-pddl:0,3,3,train/pick_clean_then_place_in_recep-Ladle-None-Cabinet-16/trial_T20190910_022155_266935/game.tw-pddl,pick_clean_then_place_in_recep,False,False,False,30,30,10,0.3333333333333333,True,10.0,0.48070653479268843,0.6415478897214143,0.048591561415491716,1.0856475455511827e-05,0.2037333885726058,0.6303531920178767,0.42594427283694936,0.4,1.0,0.1,18,True,0,1026
train:3:train/pick_heat_then_place_in_recep-Cup-None-SideTable-28/trial_T20190907_165415_245751/game.tw-pddl:0,3,3,train/pick_heat_then_place_in_recep-Cup-None-SideTable-28/trial_T20190907_165415_245751/game.tw-pddl,pick_heat_then_place_in_recep,False,False,False,30,30,30,1.0,False,,0.5404992777645137,,,,0.25250972110493386,0.5784748138519674,0.4116518273770794,0.4666666666666667,0.4666666666666667,,15,True,15,1916
train:3:train/pick_two_obj_and_place-Newspaper-None-ArmChair-222/trial_T20190907_044124_447733/game.tw-pddl:0,3,3,train/pick_two_obj_and_place-Newspaper-None-ArmChair-222/trial_T20190907_044124_447733/game.tw-pddl,pick_two_obj_and_place,False,False,False,30,30,30,1.0,False,,0.43540676355840563,,,,0.3076698006597857,0.584614576806769,0.4606691202863801,0.6333333333333333,0.6333333333333333,,10,True,10,2025
train:3:train/pick_two_obj_and_place-Candle-None-Drawer-411/trial_T20190909_055913_544549/game.tw-pddl:0,3,3,train/pick_two_obj_and_place-Candle-None-Drawer-411/trial_T20190909_055913_544549/game.tw-pddl,pick_two_obj_and_place,False,False,False,30,30,30,1.0,False,,0.6660773645881025,,,,0.4655722189816424,0.6975905735280342,0.4972499726282865,0.6,0.6,,10,True,10,2405
train:3:train/pick_clean_then_place_in_recep-Knife-None-Drawer-21/trial_T20190908_141841_920948/game.tw-pddl:0,3,3,train/pick_clean_then_place_in_recep-Knife-None-Drawer-21/trial_T20190908_141841_920948/game.tw-pddl,pick_clean_then_place_in_recep,False,False,False,30,30,16,0.5333333333333333,True,16.0,0.43124118921315535,0.849413467343158,0.15916189665704672,0.00038334206328727305,0.32149229706573274,0.5710316935600295,0.49051488576519264,0.5666666666666667,0.9375,0.14285714285714285,11,True,0,1651
train:3:train/pick_two_obj_and_place-Newspaper-None-Sofa-212/trial_T20190908_112632_208041/game.tw-pddl:0,3,3,train/pick_two_obj_and_place-Newspaper-None-Sofa-212/trial_T20190908_112632_208041/game.tw-pddl,pick_two_obj_and_place,False,False,False,30,30,30,1.0,False,,0.5324853712986476,,,,0.3365423217987473,0.6377955404105363,0.42963257205222005,0.5,0.5,,11,True,11,2748
train:3:train/pick_clean_then_place_in_recep-Bowl-None-Microwave-23/trial_T20190908_101019_780853/game.tw-pddl:0,3,3,train/pick_clean_then_place_in_recep-Bowl-None-Microwave-23/trial_T20190908_101019_780853/game.tw-pddl,pick_clean_then_place_in_recep,False,False,False,30,30,30,1.0,False,,0.5647152632586259,,,,0.3026418071025784,0.6350814787490565,0.5329160963901588,0.5333333333333333,0.5333333333333333,,13,True,13,1954
train:3:train/pick_and_place_simple-SoapBottle-None-Drawer-423/trial_T20190909_064832_959288/game.tw-pddl:0,3,3,train/pick_and_place_simple-SoapBottle-None-Drawer-423/trial_T20190909_064832_959288/game.tw-pddl,pick_and_place_simple,False,False,False,30,30,8,0.26666666666666666,True,8.0,0.40545849767488445,0.8169886508862448,0.29505041678918276,5.790359409729717e-07,0.33693640545494574,0.6184463298409777,0.4687760838364649,0.36666666666666664,0.75,0.22727272727272727,12,True,0,2086
train:3:train/look_at_obj_in_light-AlarmClock-None-DeskLamp-318/trial_T20190906_180821_654558/game.tw-pddl:0,3,3,train/look_at_obj_in_light-AlarmClock-None-DeskLamp-318/trial_T20190906_180821_654558/game.tw-pddl,look_at_obj_in_light,False,False,False,30,30,30,1.0,False,,0.6013461655367484,,,,0.3101805648145818,0.7227410417207688,0.45802087350517895,0.4666666666666667,0.4666666666666667,,14,True,14,2844
train:3:train/pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055504_993999/game.tw-pddl:0,3,3,train/pick_two_obj_and_place-SoapBar-None-GarbageCan-418/trial_T20190909_055504_993999/game.tw-pddl,pick_two_obj_and_place,False,False,False,30,30,6,0.2,True,6.0,0.3763738907045487,0.5194999752932317,0.26564616135283203,7.519467544625513e-06,0.298688754802239,0.5819846601430314,0.42468626438426815,0.3,0.5,0.25,11,True,0,3088
train:3:train/pick_clean_then_place_in_recep-Bowl-None-Fridge-6/trial_T20190911_205333_848673/game.tw-pddl:0,3,3,train/pick_clean_then_place_in_recep-Bowl-None-Fridge-6/trial_T20190911_205333_848673/game.tw-pddl,pick_clean_then_place_in_recep,False,False,False,30,30,9,0.3,True,9.0,0.4152765593589444,0.6543322681079763,0.19186022737229705,0.047020427882671356,0.28328953695361764,0.5767139585614313,0.4635235347061167,0.43333333333333335,0.6666666666666666,0.3333333333333333,14,True,0,1439
train:3:train/pick_cool_then_place_in_recep-Bowl-None-Shelf-7/trial_T20190906_185932_528745/game.tw-pddl:0,3,3,train/pick_cool_then_place_in_recep-Bowl-None-Shelf-7/trial_T20190906_185932_528745/game.tw-pddl,pick_cool_then_place_in_recep,False,False,False,30,30,30,1.0,False,,0.5393869667955593,,,,0.26882040133145885,0.640423368703551,0.4387830354702366,0.5,0.5,,15,True,15,1628
train:3:train/pick_and_place_simple-Kettle-None-Cabinet-18/trial_T20190909_013018_393040/game.tw-pddl:0,3,3,train/pick_and_place_simple-Kettle-None-Cabinet-18/trial_T20190909_013018_393040/game.tw-pddl,pick_and_place_simple,False,False,False,30,30,11,0.36666666666666664,True,11.0,0.35504521468680633,0.4770828781965604,0.10307573103465625,0.014033445777992407,0.22541502099603067,0.5120403178557419,0.3332459513370927,0.13333333333333333,0.36363636363636365,0.0,14,True,0,1926
train:4:train/pick_clean_then_place_in_recep-Ladle-None-CounterTop-20/trial_T20190907_130836_804995/game.tw-pddl:0,4,4,train/pick_clean_then_place_in_recep-Ladle-None-CounterTop-20/trial_T20190907_130836_804995/game.tw-pddl,pick_clean_then_place_in_recep,False,False,False,30,30,30,1.0,False,,0.44018752487070506,,,,0.25098787889560453,0.5362990403802055,0.4347818844354589,0.5,0.5,,13,True,13,1355
train:4:train/pick_clean_then_place_in_recep-Pot-None-StoveBurner-1/trial_T20190908_134336_754601/game.tw-pddl:0,4,4,train/pick_clean_then_place_in_recep-Pot-None-StoveBurner-1/trial_T20190908_134336_754601/game.tw-pddl,pick_clean_then_place_in_recep,False,False,False,30,30,30,1.0,False,,0.35076715061013036,,,,0.16732349488830595,0.42131274178380274,0.39695716512386636,0.5333333333333333,0.5333333333333333,,14,True,14,1083
train:4:train/pick_heat_then_place_in_recep-Egg-None-GarbageCan-5/trial_T20190906_190603_375591/game.tw-pddl:0,4,4,train/pick_heat_then_place_in_recep-Egg-None-GarbageCan-5/trial_T20190906_190603_375591/game.tw-pddl,pick_heat_then_place_in_recep,False,False,False,30,30,5,0.16666666666666666,True,5.0,0.516851440953619,0.7234413221775506,0.23593541249964076,0.0002689548709895462,0.29881204704410375,0.7270949757826778,0.5125668276400589,0.4,0.8,0.32,16,True,0,1470
train:4:train/pick_cool_then_place_in_recep-Potato-None-DiningTable-27/trial_T20190908_204107_992431/game.tw-pddl:0,4,4,train/pick_cool_then_place_in_recep-Potato-None-DiningTable-27/trial_T20190908_204107_992431/game.tw-pddl,pick_cool_then_place_in_recep,False,False,False,30,30,7,0.23333333333333334,True,7.0,0.4078313858443825,0.90629309851607,0.24044651201404713,0.0016104993410408497,0.29478266976023426,0.6785553250107179,0.49685035462929183,0.5,0.8571428571428571,0.391304347826087,14,True,0,1587
train:4:train/pick_clean_then_place_in_recep-Pot-None-StoveBurner-4/trial_T20190907_151406_550745/game.tw-pddl:0,4,4,train/pick_clean_then_place_in_recep-Pot-None-StoveBurner-4/trial_T20190907_151406_550745/game.tw-pddl,pick_clean_then_place_in_recep,False,False,False,30,30,9,0.3,True,9.0,0.35498365608475474,0.5785191390745912,0.22674271325041578,4.3255577111267485e-06,0.28442692470815606,0.5971524080382595,0.45009638454544953,0.5,0.8888888888888888,0.3333333333333333,12,True,0,1793
train:4:train/pick_and_place_simple-CD-None-Safe-317/trial_T20190906_180452_867280/game.tw-pddl:0,4,4,train/pick_and_place_simple-CD-None-Safe-317/trial_T20190906_180452_867280/game.tw-pddl,pick_and_place_simple,False,False,False,30,30,12,0.4,True,12.0,0.4208613494081186,0.8152061563156241,0.36498740192096196,0.07968463003635406,0.3762231593082506,0.6382752853436342,0.559201670674654,0.6,0.9166666666666666,0.3888888888888889,10,True,0,2200
train:4:train/pick_two_obj_and_place-Cup-None-Cabinet-2/trial_T20190908_031003_719573/game.tw-pddl:0,4,4,train/pick_two_obj_and_place-Cup-None-Cabinet-2/trial_T20190908_031003_719573/game.tw-pddl,pick_two_obj_and_place,False,False,False,30,30,30,1.0,False,,0.4465457854812942,,,,0.22387470656785388,0.5376089830416494,0.4111880601146164,0.1,0.1,,15,True,15,1682
train:4:train/pick_two_obj_and_place-SaltShaker-None-SideTable-21/trial_T20190909_041626_844806/game.tw-pddl:0,4,4,train/pick_two_obj_and_place-SaltShaker-None-SideTable-21/trial_T20190909_041626_844806/game.tw-pddl,pick_two_obj_and_place,False,False,False,30,30,30,1.0,False,,0.5286074465283647,,,,0.2781954410796185,0.5783774953531674,0.4514723614043517,0.4666666666666667,0.4666666666666667,,13,True,13,2165
train:4:train/pick_and_place_simple-Bowl-None-Fridge-6/trial_T20190906_230933_751794/game.tw-pddl:0,4,4,train/pick_and_place_simple-Bowl-None-Fridge-6/trial_T20190906_230933_751794/game.tw-pddl,pick_and_place_simple,False,False,False,30,30,30,1.0,False,,0.4019233486620759,,,,0.22471504066704895,0.5644570742952203,0.4949625490709051,0.16666666666666666,0.16666666666666666,,16,True,16,1553
train:4:train/pick_and_place_simple-Watch-None-CoffeeTable-207/trial_T20190907_152215_435376/game.tw-pddl:0,4,4,train/pick_and_place_simple-Watch-None-CoffeeTable-207/trial_T20190907_152215_435376/game.tw-pddl,pick_and_place_simple,False,False,False,30,30,30,1.0,False,,0.6212035124675995,,,,0.3951996166208203,0.6626554155270625,0.4176929416688108,0.23333333333333334,0.23333333333333334,,9,True,9,2479
train:4:train/pick_cool_then_place_in_recep-Cup-None-Cabinet-12/trial_T20190909_102554_108303/game.tw-pddl:0,4,4,train/pick_cool_then_place_in_recep-Cup-None-Cabinet-12/trial_T20190909_102554_108303/game.tw-pddl,pick_cool_then_place_in_recep,False,False,False,30,30,8,0.26666666666666666,True,8.0,0.35799520723147454,0.5473960697948382,0.6638477646739168,0.7349717617034912,0.6075707407899652,0.5943764535526082,0.559782457616289,0.4,0.875,0.22727272727272727,15,True,0,1675
